43.169.217.152	河北	2018-11-12	1542011088714	3292380437528494072	www.dangdang.com	Login
43.169.217.152	河北	2018-11-12	1542011088714	3292380437528494072	www.mi.com	View
43.169.217.152	河北	2018-11-12	1542011088714	3292380437528494072	www.suning.com	Click
42.134.182.213	山东	2018-11-12	1542011088714	3445974150374613566	www.jd.com	Buy
42.62.88.214	新疆	2018-11-12	1542011088714	734986595720971991	www.baidu.com	Click
42.62.88.214	新疆	2018-11-12	1542011088714	734986595720971991	www.gome.com.cn	Comment
42.62.88.214	新疆	2018-11-12	1542011088714	734986595720971991	www.mi.com	View
42.62.88.214	新疆	2018-11-12	1542011088714	734986595720971991	www.suning.com	Comment
42.62.88.214	新疆	2018-11-12	1542011088714	734986595720971991	www.baidu.com	Click
199.111.148.214	重庆	2018-11-12	1542011088714	6755235587059844279	www.suning.com	Regist
199.111.148.214	重庆	2018-11-12	1542011088714	6755235587059844279	www.dangdang.com	Login
199.111.148.214	重庆	2018-11-12	1542011088714	6755235587059844279	www.taobao.com	Comment
38.56.129.131	江苏	2018-11-12	1542011088714	8702416521942550873	www.taobao.com	Comment
38.56.129.131	江苏	2018-11-12	1542011088714	8702416521942550873	www.baidu.com	Registe
38.56.129.131	江苏	2018-11-12	1542011088715	8702416521942550873	www.gome.com.cn	Comment
